publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	oclc_number
Medical and Surgical Register 1818-1820			1818-01	1		1820-01	1		https://archive.org/details/pub_medical-and-surgical-register		pub_medical-and-surgical-register		fulltext		Open Court Publishing Co	serial								F	
Medical and Surgical Reporter 1858-1898			1847-10	1	1	1898-05	78	5	https://archive.org/details/pub_medical-and-surgical-reporter		pub_medical-and-surgical-reporter		fulltext		Open Court Publishing Co	serial								F	
Medical Anthropology 1977-1988	0145-9740		1977-03	1	2	1989-04	10	4	https://archive.org/details/pub_medical-anthropology		pub_medical-anthropology		fulltext		Taylor & Francis Ltd.	serial								F	3411793
Medical Anthropology Quarterly 1987-2006	0745-5194		1987-03	1	1	2006-12	20	4	https://archive.org/details/pub_medical-anthropology-quarterly		pub_medical-anthropology-quarterly		fulltext		Blackwell Publishing Ltd.	serial								F	977472816
Medical Aspects of Human Sexuality 1989-1992	0025-7001		1989-01	23	1	1992-02	26	2	https://archive.org/details/pub_medical-aspects-of-human-sexuality		pub_medical-aspects-of-human-sexuality		fulltext		Reed Business Information US	serial								F	924497636
Medical & Biological Engineering 1963-1972	0025-696X		1963-01	1		1972-01	10		https://archive.org/details/pub_medical-biological-engineering		pub_medical-biological-engineering		fulltext		ELSEVIER LTD.	serial								F	1137150733
Medical Biology 1949-1987	0302-2137		1949-01	27	1	1987-01	65	5-6	https://archive.org/details/pub_medical-biology		pub_medical-biology		fulltext		Finnish Medical Society Duodecim	serial								F	2245922
Medical Care 1963-2013	0025-7079		1963-01	1	1	2013-12	51	12	https://archive.org/details/pub_medical-care		pub_medical-care		fulltext		Lippincott Williams & Wilkins	serial								F	1606851
Medical Care Research and Review 1984-2010	1077-5587		1984-03	41	1	2010-12	67	6	https://archive.org/details/pub_medical-care-research-and-review		pub_medical-care-research-and-review		fulltext		SAGE PUBLICATIONS, INC.	serial								F	1097283293
Medical Clinics of North America 1917-2014	0025-7125		1917-07	1	1	2021-01			https://archive.org/details/pub_medical-clinics-of-north-america		pub_medical-clinics-of-north-america		fulltext		ELSEVIER LTD.	serial								F	1185846434
Medical Commentaries			1780-01	7		1795-01	9		https://archive.org/details/pub_medical-commentaries		pub_medical-commentaries		fulltext			serial								F	
Medical Communications of the Massachusetts Medical Society 1790-1913			1790-01	1	1	1913-01	24		https://archive.org/details/pub_medical-communications-massachusetts-medical-society		pub_medical-communications-massachusetts-medical-society		fulltext		Open Court Publishing Co	serial								F	
Medical Computer Journal 1979-1982	0888-3416		1979-06	1	1	1982-11	2	6	https://archive.org/details/pub_medical-computer-journal		pub_medical-computer-journal		fulltext		Springer Science & Business Media	serial								F	1072101342
Medical Digest 1975-1978	0737-7320		1975-01	21	1	1978-12	24	12	https://archive.org/details/pub_medical-digest		pub_medical-digest		fulltext		Medical Digest Inc	serial								F	5899276
Medical Dosimetry 1990-1994	0958-3947		1990-01	15	1	1994-12	19	4	https://archive.org/details/pub_medical-dosimetry		pub_medical-dosimetry		fulltext		ELSEVIER LTD.	serial								F	783446224
Medical Economics 1923-2014	0025-7206		1923-10	1	1	2014-12	91	24	https://archive.org/details/pub_medical-economics		pub_medical-economics		fulltext		UBM Americas	serial								F	1097163629
Medical Education 1980-2006	0308-0110		1980-01	14	1	2006-12	40	12	https://archive.org/details/pub_medical-education		pub_medical-education		fulltext		Wiley Subscription Services, Inc.	serial								F	2328585
Medical Electronics and Equipment Manufacturing 1973-1999	1520-8427		1973-01	4	1	1999-10	30	179	https://archive.org/details/pub_medical-electronics-and-equipment-manufacturing		pub_medical-electronics-and-equipment-manufacturing		fulltext		Measurements and Data Corporation	serial								F	39557417
Medical Electronics & Equipment News 1961-1981	0361-4174		1961-03	1	1	1981-11	21	6	https://archive.org/details/pub_medical-electronics-equipment-news		pub_medical-electronics-equipment-news		fulltext		Reilly Publishing Company	serial								F	1072585704
Medical Engineering & Physics 1979-2015	1350-4533		1979-01	1	1	2014-12	36	12	https://archive.org/details/pub_medical-engineering-physics		pub_medical-engineering-physics		fulltext		ELSEVIER LTD.	serial								F	29693720
The Medical Examiner 1838-1856			1838-01	1	1	1856-12	12	144	https://archive.org/details/pub_medical-examiner		pub_medical-examiner		fulltext		Open Court Publishing Co	serial								F	
Medical Examiner; A Semi-Monthly Journal of Medical Sciences 1860-1875			1860-01	1	1	1875-07	16	13	https://archive.org/details/pub_medical-examiner-journal-of-medical-sciences		pub_medical-examiner-journal-of-medical-sciences		fulltext		Open Court Publishing Co	serial								F	
Medical Group Management Journal 1953-2001	0899-8949		1999-01	46	1	2001-07	48	4	https://archive.org/details/pub_medical-group-management-journal		pub_medical-group-management-journal		fulltext		Medical Group Management Association Publications	serial								F	17236907
Medical Group News 1968-1980	0025-7265		1968-09	1	1	1980-11	13	11-12	https://archive.org/details/pub_medical-group-news		pub_medical-group-news		fulltext		Medical Group News, Inc	serial								F	2254846
Medical History 1992-2006	0025-7273		1992-01	36	1	2006-10	50	4	https://archive.org/details/pub_medical-history		pub_medical-history		fulltext		Cambridge University Press	serial								F	985510249
Medical Insight 1969-1974	0025-7281		1972-01	4	1	1974-04	6	4	https://archive.org/details/pub_medical-insight		pub_medical-insight		fulltext		Insight Publ Co Inc	serial								F	1673837
Medical Journal of Australia 1914-2013	0025-729X		1914-07	1	1	2013-11	199	9	https://archive.org/details/pub_medical-journal-of-australia		pub_medical-journal-of-australia		fulltext		Australasian Medical Publishing Company Proprietary, Ltd.	serial								F	1222539183
Medical Laboratory Observer 1979-2004	0580-7247		1979-01	11	1	2004-12	36	12	https://archive.org/details/pub_medical-laboratory-observer		pub_medical-laboratory-observer		fulltext		NP Communications, LLC	serial								F	1132168855
Medical Law's Regan Report 1980-2007	1528-8471		1980-01	13	1	2007-12	40	12	https://archive.org/details/pub_medical-laws-regan-report		pub_medical-laws-regan-report		fulltext		Medical Law Publishing	serial								F	43536270
Medical Letter on Drugs and Therapeutics	0025-732X		1959-01	1	1	2000-12	42	25	https://archive.org/details/pub_medical-letter-on-drugs-and-therapeutics		pub_medical-letter-on-drugs-and-therapeutics		fulltext			serial								F	4622824
Medical Marketing and Media 1966-2013	0025-7354		1966-10	1	1	2013-12	48	12	https://archive.org/details/pub_medical-marketing-and-media		pub_medical-marketing-and-media		fulltext		Haymarket Media, Inc.	serial								F	1796746
Medical Microbiology and Immunology 1975-1992	0300-8584		1975-01	161	1	1997-03	185	4	https://archive.org/details/pub_medical-microbiology-and-immunology		pub_medical-microbiology-and-immunology		fulltext		Springer Science & Business Media	serial								F	1189481
Medical Mycology 1991-1994	1369-3786		1961-01	1		2009-12	47	8	https://archive.org/details/pub_medical-mycology		pub_medical-mycology		fulltext		Oxford University Press	serial								F	964808668
Medical Mycology Journal	2185-6486		1978-01	19	1	2022-01	63	1	https://archive.org/details/pub_medical-mycology-journal		pub_medical-mycology-journal		fulltext		Shunkosha Inc.	serial								F	
Medical News 1843-1905			1843-01	1	1	1905-12	87	27	https://archive.org/details/pub_medical-news		pub_medical-news		fulltext		Open Court Publishing Co	serial								F	
Medical News, Medicine and Law 1972-1974	0047-6536		1972-07	3	1	1974-06	4	12	https://archive.org/details/pub_medical-news-medicine-and-law		pub_medical-news-medicine-and-law		fulltext		Medical News Medicine And Law	serial								F	10114922
Medical News-Paper; Or the Doctor and the Physician 1822-1824			1822-01	1	1	1824-12	1	25	https://archive.org/details/pub_medical-news-paper-or-the-doctor-and-the-physician		pub_medical-news-paper-or-the-doctor-and-the-physician		fulltext		Open Court Publishing Co	serial								F	
Medical Oncology	1357-0560		1984-01	1		1993-01	10	4	https://archive.org/details/pub_medical-oncology-and-tumor-pharmacotherapy		pub_medical-oncology-and-tumor-pharmacotherapy		fulltext		Springer	serial								F	5973091
Medical Post 1979-1991	0025-7435		1979-01	15	1	1998-12	5	4	https://archive.org/details/pub_medical-post		pub_medical-post		fulltext		Rogers Media Inc.	serial								F	1080355489
Medical Problems of Performing Artists 1999-2001	0885-1158		1999-03	14	1	2001-12	16	4	https://archive.org/details/pub_medical-problems-of-performing-artists		pub_medical-problems-of-performing-artists		fulltext		Science & Medicine Inc.	serial								F	1223258736
Medical Proceedings 1955-1973	0025-7443		1858-11	4	SUPPLEMENT	1973-07	19	2	https://archive.org/details/pub_medical-proceedings		pub_medical-proceedings		fulltext		Meditor Pty Ltd Inactive Address	serial								F	848846672
Medical Progress Through Technology 1972-1980	0047-6552		1972-03	1	1	1980-01	7	4	https://archive.org/details/pub_medical-progress-through-technology		pub_medical-progress-through-technology		fulltext		Springer Science & Business Media	serial								F	2263977
Medical Psychotherapy 1988-1992	0835-3069		1988-01	1		1992-01	5		https://archive.org/details/pub_medical-psychotherapy		pub_medical-psychotherapy		fulltext		Verlag Hans Huber	serial								F	801935287
Medical Radiology	0942-5373		2009-01			2012-01			https://archive.org/details/pub_medical-radiology		pub_medical-radiology		fulltext		Springer New York LLC	serial								F	
Medical Reference Services Quarterly 1991-2007	0276-3869		1985-03	4	1	2007-12	26	4	https://archive.org/details/pub_medical-reference-services-quarterly		pub_medical-reference-services-quarterly		fulltext		Taylor & Francis Ltd	serial								F	865260489
Medical Reformer 1823			1823-01	1	1	1823-06	1	6	https://archive.org/details/pub_medical-reformer		pub_medical-reformer		fulltext		Open Court Publishing Co	serial								F	
The Medical Repository 1797-1824			1797-01	1	1	1824-01	8	4	https://archive.org/details/pub_medical-repository		pub_medical-repository		fulltext		Open Court Publishing Co	serial								F	
Medical Research Engineering 1961-1980	0025-7508		1965-01	4	1	1980-01	13	2	https://archive.org/details/pub_medical-research-engineering		pub_medical-research-engineering		fulltext		Medical Research Technology Inc.	serial								F	924497783
Medical Self-Care 1983-1990	0162-2285		1976-06		1	1990-01		54	https://archive.org/details/pub_medical-self-care		pub_medical-self-care		fulltext		Medical Self-care	serial								F	1031598253
USAF [United States Air Force] Medical Service Digest 1989-1992			1989-03	40	1	1992-12	43	4	https://archive.org/details/pub_medical-service-digest		pub_medical-service-digest		fulltext		Superintendent of Government Documents	serial								F	978699129
Medical Staff Leader 1972-1995	1041-6501		1972-01	1	1	1995-06	24	6	https://archive.org/details/pub_medical-staff-leader		pub_medical-staff-leader		fulltext		Health Forum, Inc.	serial								F	18819899
The Medical Technologist and Scientist 1979-1981	0309-2666		1979-01	9	1	1981-12	11	12	https://archive.org/details/pub_medical-technologist-and-scientist		pub_medical-technologist-and-scientist		fulltext		NAP Title Bucket	serial								F	750898126
Medical Times 1873-1990	0025-7583		1873-03	1	1	1990-09	118	9	https://archive.org/details/pub_medical-times		pub_medical-times		fulltext			serial								F	1607520
Medical Times and Register 1870-1903			1870-10	1	1	1903-08	41	1032	https://archive.org/details/pub_medical-times-and-register		pub_medical-times-and-register		fulltext		Open Court Publishing Co	serial								F	
Medical Tribune	0279-9340		1972-01	13	1	1991-12	32	26	https://archive.org/details/pub_medical-tribune-and-medical-news		pub_medical-tribune-and-medical-news		fulltext		PressCorps, Inc.	serial								F	7367813
Medical Ultrasound	0147-6742		1977-01	1	1	1984-11	8	4	https://archive.org/details/pub_medical-ultrasound		pub_medical-ultrasound		fulltext			serial								F	3213464
Medical & Veterinary Entomology 1987-2001	0269-283X		1987-01	1	1	2001-12	15	4	https://archive.org/details/pub_medical-veterinary-entomology		pub_medical-veterinary-entomology		fulltext		Wiley Subscription Services, Inc.	serial								F	860143973
Medical World 1978-1980	0025-7621		1978-01	116	1	1980-12	118	12	https://archive.org/details/pub_medical-world		pub_medical-world		fulltext		Association of Science Technical and	serial								F	1063730594
Medical World News 1960-1994	0025-763X		1960-04	1	1	1976-12	17	28	https://archive.org/details/pub_medical-world-news		pub_medical-world-news		fulltext			serial								F	1757036
Medicina 1967-1990	0025-7680		1967-01	27	1	1990-01	50	6	https://archive.org/details/pub_medicina		pub_medicina		fulltext		Instituto De Investi- Gaciones Medicas	serial								F	1117186787
Medicina Dello Sport 1975-1979	0025-7826		1975-01	28	1	1975-12	28	12	https://archive.org/details/pub_medicina-dello-sport		pub_medicina-dello-sport		fulltext		Edizioni Minerva Medica	serial								F	29652918
Medicina Experimentalis; International Journal of Experimental Medicine 1966-1969	0543-3002		1966-01	14	1	1969-01	19	6	https://archive.org/details/pub_medicina-experimentalis-experimental-medicine		pub_medicina-experimentalis-experimental-medicine		fulltext		S Karger AG	serial								F	1020474670
Medicina Sociale 1978-1980	0025-7915		1978-01	28	1	1980-07	30	3-4	https://archive.org/details/pub_medicina-sociale		pub_medicina-sociale		fulltext		Edizioni Minerva Medica	serial								F	995338181
Medicinal and Aromatic Plants Abstracts	0250-4367		1995-04	17	2	1997-10	19	5	https://archive.org/details/pub_medicinal-aromatic-plant-abstracts		pub_medicinal-aromatic-plant-abstracts		fulltext		National Institute of Science Communication and Information	serial								F	5795734
Medicinal Research Reviews 1981-2006	0198-6325		1981-03	1	1	2006-11	26	6	https://archive.org/details/pub_medicinal-research-reviews		pub_medicinal-research-reviews		fulltext		Wiley Subscription Services, Inc.	serial								F	909455562
Medicine and Health Rhode Island 1917-2008	1086-5462		1917-01	1	1	2008-12	91	12	https://archive.org/details/pub_medicine-and-health-rhode-island		pub_medicine-and-health-rhode-island		fulltext		Rhode Island Medical Society	serial								F	1154941591
Medicine and Science in Sports and Exercise 1969-2013	0195-9131		1969-03	1	1	2013-12	45	12	https://archive.org/details/pub_medicine-and-science-in-sports-and-exercise		pub_medicine-and-science-in-sports-and-exercise		fulltext		Lippincott Williams & Wilkins	serial								F	1223261002
Medicine and Sport Science	0254-5020		2004-01	46		2011-01			https://archive.org/details/pub_medicine-and-sport-science		pub_medicine-and-sport-science		fulltext		S. Karger AG	serial								F	
Medicine, Conflict and Survival 1985-2006	1362-3699		1985-01	1	1	2006-10	22	4	https://archive.org/details/pub_medicine-conflict-and-survival		pub_medicine-conflict-and-survival		fulltext		Taylor & Francis Ltd	serial								F	34574143
Medicine, Exercise, Nutrition, and Health 1992-1995	1057-9354		1992-01	1	1	1995-11	4	6	https://archive.org/details/pub_medicine-exercise-nutrition-and-health		pub_medicine-exercise-nutrition-and-health		fulltext		John Wiley & Sons, Inc.	serial								F	1068062820
Medicinskaâ parazitologiâ i parazitarnye bolezni	0025-8326		1932-01	1	1	1988-01		3	https://archive.org/details/pub_medicinskaa-parazitologia		pub_medicinskaa-parazitologia		fulltext		Izdatel'stvo Yuventa	serial								F	1757056
Medico-Legal Bulletin 1979-1990	0025-8164		1979-01	28	1	2014-12	40	12	https://archive.org/details/pub_medico-legal-bulletin		pub_medico-legal-bulletin		fulltext		Virginia Dept/Health	serial								F	1070748607
Medico-Legal Journal	0025-8172		1968-01	36	1	1970-01	38	4	https://archive.org/details/pub_medico-legal-journal		pub_medico-legal-journal		fulltext			serial								F	1640970
Medieval Archaeology	0076-6097		2003-01	47		2003-01	47		https://archive.org/details/pub_medieval-archaeology		pub_medieval-archaeology		fulltext		Taylor & Francis	serial								F	1607565
Medieval Philosophy and Theology	1057-0608		1991-01			1995-02	4		https://archive.org/details/pub_medieval-philosophy-and-theology		pub_medieval-philosophy-and-theology		fulltext		Cambridge University Press	serial								F	23926124
Medievalia et Humanistica	0076-6127		1998-10		25	2011-01		36	https://archive.org/details/pub_medievalia-et-humanistica		pub_medievalia-et-humanistica		fulltext		Rowman & Littlefield Publishers, Inc.	serial								F	
Medioevo Latino	0393-0092		1978-01	1		2021-01	42		https://archive.org/details/pub_medioevo-latino		pub_medioevo-latino		fulltext		SISMEL - Edizioni del Galluzzo	serial								F	8045004
Mediterranean Review 1970-1973	0025-8288		1970-09	1	1	1973-01	3	1-2	https://archive.org/details/pub_mediterranean-review		pub_mediterranean-review		fulltext		Mediterranean Review Inactive Address	serial								F	1773968
Medium Aevum 1989-2008	0025-8385		1928-01	1		2008-01	77	2	https://archive.org/details/pub_medium-aevum		pub_medium-aevum		fulltext		Society for the Study of Mediaeval Languages and Literature	serial								F	1185834751
Medley; Or, Monthly Miscellany 1803			1803-01	1	1	1803-12	1	12	https://archive.org/details/pub_medley-or-monthly-miscellany		pub_medley-or-monthly-miscellany		fulltext		Open Court Publishing Co	serial								F	
MEDSURG Nursing 1994-2015	1092-0811		1994-02	3	1	2014-11	23	6	https://archive.org/details/pub_medsurg-nursing		pub_medsurg-nursing		fulltext		Anthony J. Jannetti, Inc.	serial								F	818922902
MEED Arab Report	0144-4387		1979-01		1	1979-09		15	https://archive.org/details/pub_meed-arab-report		pub_meed-arab-report		fulltext		Middle East Economic Digest Ltd.	serial								F	1950892
Meeting News 2001-2006	0145-630X		2001-01	25	1	2006-12	30	17	https://archive.org/details/pub_meeting-news		pub_meeting-news		fulltext		Emerald Expositions LLC	serial								F	909905758
Meetings and Conventions 1976-2008	0025-8652		1976-01	11	1	2009-01	43	Supplement	https://archive.org/details/pub_meetings-and-conventions		pub_meetings-and-conventions		fulltext		Northstar Travel Group, LLC	serial								F	950513776
Megiddo Message: Devoted to the Cause of Christ 1954-1992	0194-7826		1954-01	41	1	1992-12	79	11	https://archive.org/details/pub_megiddo-message-devoted-to-the-cause-of-christ		pub_megiddo-message-devoted-to-the-cause-of-christ		fulltext		Megiddo Mission Church	serial								F	1096660895
Mei T'an Kung Yeh 1956-1959			1956-01		10	1959-01		9	https://archive.org/details/pub_mei-tan-kung-yeh		pub_mei-tan-kung-yeh		fulltext		NAP Title Bucket	serial								F	
Meister 1888-1895			1888-02	1	1	1895-11	8	32	https://archive.org/details/pub_meister		pub_meister		fulltext		Open Court Publishing Co	serial								F	
Mekhanika mashin	0136-7382		1972-01		31-32	1976-01		51	https://archive.org/details/pub_mekhanika-mashin		pub_mekhanika-mashin		fulltext		Izdatel'stvo Nauka	serial								F	
Meldinger fra Norges Landbrukshøgskole	0025-8946		1973-01	52	3	1977-01	56	29	https://archive.org/details/pub_meldinger-fra-norges-landbrukshogskole		pub_meldinger-fra-norges-landbrukshogskole		fulltext		Agricultural College of Norway	serial								F	2748783
Meliora: A Quarterly Review of Social Science in Its Ethical, Economical, Political, and Ameliorative Aspects 1858-1869			1859-01	1	1-4	1869-01	12	45-48	https://archive.org/details/pub_meliora-a-quarterly-review		pub_meliora-a-quarterly-review		fulltext		Partridge & Co.	serial								F	2448514
Melita Theologica	1012-9588		1999-01	50	1	2014-01	64	2	https://archive.org/details/pub_melita-theologica		pub_melita-theologica		fulltext		Theology Students' Association	serial								F	1587122
Melody Maker 1976-2000	0025-9012		1976-01	51	1	2000-12	77	51	https://archive.org/details/pub_melody-maker		pub_melody-maker		fulltext		Holborn Publishing Group, IPC Magazines Ltd.	serial								F	1606149
Melus 1988-2012	0163-755X		1988-03	15	1	2012-12	37	4	https://archive.org/details/pub_melus		pub_melus		fulltext		Oxford University Press, UK	serial								F	1120372552
The Melville Society Newsletter	0543-4378		1949-03	4	1	1960-12	15	4	https://archive.org/details/pub_melville-society-newsletter		pub_melville-society-newsletter		fulltext		The Melville Society	serial								F	
Member Country News - CAB International			1999-04		4	1999-04		4	https://archive.org/details/pub_member-country-news-cabi		pub_member-country-news-cabi		fulltext		CABI	serial								F	
Membership Directory and Buyer's Guide - Entomological Society of America			1992-01			1992-01			https://archive.org/details/pub_membership-directory-and-buyers-guide-entomological-soc-us		pub_membership-directory-and-buyers-guide-entomological-soc-us		fulltext		Entomological Society of America	serial								F	3621987
Membership Directory - Weed Science Society of America			1999-09			1999-09			https://archive.org/details/pub_membership-directory-wssa		pub_membership-directory-wssa		fulltext		Weed Science Society of America	serial								F	40402056
Membership List - British Lichen Society			1991-09			1991-09			https://archive.org/details/pub_membership-list-british-lichen-society		pub_membership-list-british-lichen-society		fulltext		British Lichen Society	serial								F	44613454
Membership Newsletter - Center for Women and Religion	1939-6856		1987-06			1994-01			https://archive.org/details/pub_membership-newsletter-cwr		pub_membership-newsletter-cwr		fulltext		Graduate Theological Union	serial								F	34148536
Memo from the Washington Office	0469-9327		1963-01	10	1	1968-04	16	5	https://archive.org/details/pub_memo-from-the-washington-office		pub_memo-from-the-washington-office		fulltext		National Council of Churches	serial								F	1901940
University of Cambridge Department of Agricultural Science and Applied Biology Memoir			1931-01		3	1981-01		52	https://archive.org/details/pub_memoir-cambridge-agricultural-biology		pub_memoir-cambridge-agricultural-biology		fulltext		University of Cambridge	serial								F	1552614
Memoires De La Societe Royale Des Sciences, De L'agriculture Et Des Arts, De Lille			1829-01	1		1869-01	7		https://archive.org/details/pub_memoires-de-la-societe-royale-des-sciences-de-l-agriculture-et-des-arts-de-lille		pub_memoires-de-la-societe-royale-des-sciences-de-l-agriculture-et-des-arts-de-lille		fulltext			serial								F	
Mémoires du Muséum national d'histoire naturelle. Série B, Botanique	0078-9755		1951-01	1	1	1990-01	32		https://archive.org/details/pub_memoires-du-museum-national-dhistoire-naturelle-serie-b		pub_memoires-du-museum-national-dhistoire-naturelle-serie-b		fulltext		Museum National d'Histoire Naturelle	serial								F	
Mémoires - Institut Royal des Sciences Naturelles de Belgique	0373-207X		1973-01		170	1973-01		170	https://archive.org/details/pub_memoires-institut-royal-des-sciences-naturelles-de-belgique		pub_memoires-institut-royal-des-sciences-naturelles-de-belgique		fulltext		Institut Royal des Sciences Naturelles de Belgique	serial								F	5661311
Mémoires de la Société géologique de France	0249-7549		1924-01	1	1	1981-01	23	5-6	https://archive.org/details/pub_memoires-sgf		pub_memoires-sgf		fulltext		Societe Geologique de France	serial								F	6925640
Mémoires de la Société des Sciences, de l'Agriculture et des Arts de Lille	1140-8537		1852-01	27		1866-01	3		https://archive.org/details/pub_memoires-societe-des-sciences-agriculture-arts-lille		pub_memoires-societe-des-sciences-agriculture-arts-lille		fulltext		de l'agriculture et des arts de Lille	serial								F	73210387
Memoirs of the American Mathematical Society	0065-9266		1991-01	91		2005-01	178		https://archive.org/details/pub_memoirs-ams		pub_memoirs-ams		fulltext		American Mathematical Society	serial								F	
Memoirs and Proceedings of the Chemical Society of London 1843-1848	0269-3127		1843-01	2		1845-01	3		https://archive.org/details/pub_memoirs-and-proceedings-chemical-society-london		pub_memoirs-and-proceedings-chemical-society-london		fulltext		Royal Society of Chemistry	serial								F	1033719319
Memoirs of the American Philosophical Society	0065-9738		1973-01	98		2005-01	254		https://archive.org/details/pub_memoirs-aps		pub_memoirs-aps		fulltext		American Philosophical Society	serial								F	
Memoirs of the Department of Agriculture in India. Botanical Series	0367-8806		1906-01	1	1	1931-04	12	1-2	https://archive.org/details/pub_memoirs-dept-of-agriculture-india-botanical-series		pub_memoirs-dept-of-agriculture-india-botanical-series		fulltext		Government of India Central Publication Branch	serial								F	25287402
Memoirs of the Faculty of Science, Kyoto University. Series of Physics, Astrophysics, Geophysics and Chemistry	0368-9689		1914-10	1	1	1967-03	33	4	https://archive.org/details/pub_memoirs-faculty-science-kyoto-phys-astro-geophys-chem		pub_memoirs-faculty-science-kyoto-phys-astro-geophys-chem		fulltext		Kyoto University	serial								F	4072356
Memoirs for the Curious 1701			1701-01	1	1	1701-01	1	2	https://archive.org/details/pub_memoirs-for-the-curious		pub_memoirs-for-the-curious		fulltext		Open Court Publishing Co	serial								F	
Memoirs for the Ingenious, Containing Curious Observations in Philosophy, Mathematicks, Physick, Philology, and Other Arts and Science 1693			1693-01	1	1	1694-01	1	13	https://archive.org/details/pub_memoirs-for-the-ingenious		pub_memoirs-for-the-ingenious		fulltext		Open Court Publishing Co	serial								F	
Memoirs of Literature 1710-1714			1710-03	1		1714-09	4	9	https://archive.org/details/pub_memoirs-of-literature		pub_memoirs-of-literature		fulltext		Open Court Publishing Co	serial								F	
Memoirs of the Chemical Society of London 1841-1843	0269-3119		1841-01	1		1841-01	1		https://archive.org/details/pub_memoirs-of-the-chemical-society-london		pub_memoirs-of-the-chemical-society-london		fulltext		Royal Society of Chemistry	serial								F	841913004
Memoirs of the Entomological Society of Canada	0071-075X		1980-01			1985-01			https://archive.org/details/pub_memoirs-of-the-entomological-society-of-canada		pub_memoirs-of-the-entomological-society-of-canada		fulltext		Entomological Society of Canada	serial								F	
Memoirs of the Entomological Society of Washington	0096-5839		1995-11		16	1997-01		19	https://archive.org/details/pub_memoirs-of-the-entomological-society-of-washington		pub_memoirs-of-the-entomological-society-of-washington		fulltext		Entomological Society of Washington	serial								F	1568028
Memoirs of the New York Botanical Garden	0077-8931		1971-06	19	2	2004-01	89		https://archive.org/details/pub_memoirs-of-the-new-york-botanical-garden		pub_memoirs-of-the-new-york-botanical-garden		fulltext		New York Botanical Garden Press	serial								F	
Memorabilia Societatis Jesu	0394-6177		1952-01	9	1	1959-12	10	15	https://archive.org/details/pub_memorabilia-societatis-jesu		pub_memorabilia-societatis-jesu		fulltext		Apud Curiam Praepositi Generalis	serial								F	6548125
Memoranda Societatis pro Fauna et Flora Fennica	0373-6873		1924-01	1		2008-01	84	3	https://archive.org/details/pub_memoranda-societatis-pro-fauna-et-flora-fennica		pub_memoranda-societatis-pro-fauna-et-flora-fennica		fulltext		Societas pro Fauna et Flora Fennica	serial								F	
Memorandum - Indian Tea Association	0368-0290		1940-01		8	1960-01		26	https://archive.org/details/pub_memorandum-tea-research-association		pub_memorandum-tea-research-association		fulltext		Tocklai Experimental Station	serial								F	473111995
Memoria Anual - Instituto de Investigación Agropecuaria de Panamá			1980-01			1980-01			https://archive.org/details/pub_memoria-anual-idiap		pub_memoria-anual-idiap		fulltext		Instituto de Investigación Agropecuaria de Panamá	serial								F	30150039
Memoria - Estación de Fitopatología Agrícola de Galicia, La Coruña	2486-2592		1934-01		7	1949-01		43	https://archive.org/details/pub_memoria-estacion-de-fitopatologia-agricola-de-galicia		pub_memoria-estacion-de-fitopatologia-agricola-de-galicia		fulltext		Estación de Fitopatología Agrícola de Galicia	serial								F	807297507
Memorials of the Irish Province S.J.			1898-06	1	1	1904-06	1	8	https://archive.org/details/pub_memorials-irish-province		pub_memorials-irish-province		fulltext		Society of Jesuits	serial								F	
Memórias da Sociedade Broteriana	0081-0665		1961-01	14		1961-01	14		https://archive.org/details/pub_memorias-da-sociedade-broteriana		pub_memorias-da-sociedade-broteriana		fulltext		Sociedade Broteriana	serial								F	
Memórias do Instituto Oswaldo Cruz	0074-0276		1909-01	1	1	2018-01	220		https://archive.org/details/pub_memorias-do-instituto-oswaldo-cruz		pub_memorias-do-instituto-oswaldo-cruz		fulltext		Fundacao Oswaldo Cruz	serial								F	
Memory & Cognition 1973-2015	0090-502X		1973-01	1	1	2014-11	42	8	https://archive.org/details/pub_memory-cognition		pub_memory-cognition		fulltext		Springer Science & Business Media	serial								F	1788000
Memphis Business Journal 1989-1997	0747-167X		1989-05	11	1	1998-05	19	53	https://archive.org/details/pub_memphis-business-journal		pub_memphis-business-journal		fulltext		American City Business Journals	serial								F	10617361
Menckeniana 1962-2006	0025-9233		1962-03		1	2006-12		180	https://archive.org/details/pub_menckeniana		pub_menckeniana		fulltext		Enoch Pratt Free Library	serial								F	1604595
Mendeleev Chemistry Journal	0025-925X		1966-01	11	1	1974-01	19	6	https://archive.org/details/pub_mendeleev-chemistry-journal		pub_mendeleev-chemistry-journal		fulltext		Allerton Press, Inc.	serial								F	
Menninger Perspective 1972-2009	0025-9292		1972-12	4	1	2009-01	39	2	https://archive.org/details/pub_menninger-perspective		pub_menninger-perspective		fulltext		Menninger Foundation	serial								F	1589811
Mennonite 1972-1998	0025-9330		1952-05	67	19	2017-12	20	12	https://archive.org/details/pub_mennonite		pub_mennonite		fulltext		General Conference Mennonite Church	serial								F	7580839
