publication_type	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	coverage_depth	coverage_notes	publisher_name	linking_issn
serial	Foreign Trade Statistics of Asia and the Pacific	0252-4538		1970-01	9	2	1983-01	22				pub_foreign-trade-statistics-of-asia-and-the-pacific	fulltext		United Nations Economic and Social Commission for Asia and the Pacific	0252-4538
serial	Forensic Engineering 1987-1991	0888-8817		1987-01	1	1	1991-01	3	4			pub_forensic-engineering	fulltext		ELSEVIER LTD.	0888-8817
serial	Forensic of Pi Kappa Delta 1915-2006	0015-735X		1915-02	1	1	2005-12	90	1			pub_forensic-of-pi-kappa-delta	fulltext		Pi Kappa Delta	0015-735X
serial	Forensic Reports 1988-1992	0888-692X		1988-01	1	1	1992-01	5	4			pub_forensic-reports	fulltext		Taylor & Francis Ltd	0888-692X
serial	Forensic Science International 1985-2013	0379-0738		1985-01	27	1	2013-12	233	1-3			pub_forensic-science-international	fulltext		Elsevier Sequoia S.A.	0379-0738
serial	The Forensic Sciences Gazette 1970-1986	0046-4570		1970-02	1	1	1986-08	3	3			pub_forensic-sciences-gazette	fulltext		Forensic Science Gazette	0046-4570
serial	Forest & Conservation History 1957-1995	1046-7009		1957-03	1	1	1995-10	39	4			pub_forest-conservation-history	fulltext		Forest History Society	1046-7009
serial	Forest Ecology and Management 1985-2011	0378-1127		1985-02	10	1-2	2011-12	262	12			pub_forest-ecology-and-management	fulltext		ELSEVIER LTD.	0378-1127
serial	Forest Insect and Disease Conditions in Canada	0226-9759		1951-01			1995-01					pub_forest-insect-and-disease-conditions-in-canada	fulltext		Forestry Canada	0226-9759
serial	Forest Pathology	1437-4781		1971-01	1		2006-12	36	6			pub_forest-pathology	fulltext		Wiley-Blackwell Verlag GmbH	1437-4781
serial	Forest Products Journal 1947-2008	0015-7473		1947-01	1		2008-12	58	12			pub_forest-products-journal	fulltext		Forest Products Society	0015-7473
serial	Forest Products Research	0071-7517		1928-09			1958-01					pub_forest-products-research	fulltext		H.M.S.O.	0071-7517
serial	Forest Science 1955-2011	0015-749X		1955-03	1	1	2011-12	57	6			pub_forest-science	fulltext		Society of American Foresters	0015-749X
serial	Forestry 1958-1996	0015-752X		1927-01	1	1	1996-01	69	4			pub_forestry	fulltext		Oxford University Press	0015-752X
serial	Forestry Abstracts	0015-7538		1939-01	1	1	2015-12	76	12			pub_forestry-abstracts	fulltext		CABI	0015-7538
serial	Forestry Commission Booklet	0141-1764		1985-01		15	1985-01		15			pub_forestry-commission-booklet	fulltext		Great Britain. Home Office	0141-1764
serial	Forestry Commission Field Book	0963-4924		1985-01		10	2002-01					pub_forestry-commission-field-book	fulltext		Great Britain. Home Office	0963-4924
serial	Forests, Trees and Livelihoods	1472-8028		1980-01	1	1	2006-01	16	4			pub_forests-trees-and-livelihoods	fulltext		Taylor & Francis Inc.	1472-8028
serial	Form	0950-1312		1916-04	1	1	1922-01	1	3			pub_form-1916	fulltext		The Morland Press Limited	0950-1312
serial	Form	0015-766X		1965-01	61	1	1978-01	74	8			pub_form-magazine-1905	fulltext		Foereningen Svensk Form	0015-766X
serial	Forma et Functio: an international journal of functional biology	0015-7716		1971-01	4	1	1975-01	8	3-4			pub_forma-et-functio	fulltext		Vieweg & Sohn GmbH	0015-7716
serial	Formations 1984-1991	0741-5702		1984-03	1	1	1991-03	6	1			pub_formations	fulltext		University of Wisconsin Press	0741-5702
serial	Forms and Systems Professional 1988-1989	0899-7004		1988-05	1	1	1988-11	1	2			pub_forms-and-systems-professional	fulltext			0899-7004
serial	Forms: The Review of Anthropos Theophoros	0190-1753		1978-12	2	4	1983-08	6	2			pub_forms-review-of-anthropos-theophoros	fulltext		AT Press	0190-1753
serial	Formulary 1966-2003	1082-801X		1966-02	1	1	2003-12	38	12			pub_formulary	fulltext		UBM Americas	1082-801X
serial	Fornvaennen	0015-7813		1890-01			1989-10	18	214-216			pub_fornvaennen	fulltext		Kungliga Vitterhets Historie och Antikvitets Akademien	0015-7813
serial	Forschung im Ingenieurwesen	0015-7899		1964-01	30	1	1984-01	50	6			pub_forschung-im-ingenieurwesen	fulltext		Springer Vieweg	0015-7899
serial	Forstarchiv	0300-4112		1927-01	3	1	1929-12	5	24			pub_forstarchiv	fulltext		Deutscher Landwirtschaftsverlag GmbH	0300-4112
serial	The Fortnightly 1865-1934	0950-5679		1865-08	1		1954-12	176				pub_fortnightly	fulltext		Contemporary Review Company Ltd	0950-5679
serial	Fortschritte der Mineralogie	0015-8186		1911-01	1	none	1988-01	66	Supplement 2			pub_fortschritte-der-mineralogie	fulltext		Schweizerbart	0015-8186
serial	Fortschritte der Neurologie, Psychiatrie 1976	0720-4299		1976-01	44	1	1976-12	44	12			pub_fortschritte-der-neurologie-psychiatrie	fulltext		Georg Thieme Verlag Stuttgart	0720-4299
serial	Fortschritte der Physik	0015-8208		1953-01	1	1	1979-01	27	9			pub_fortschritte-der-physik	fulltext		Wiley-VCH Verlag GmbH & Co. KGaA	0015-8208
serial	Fortune 1930-2016	0015-8259		1930-02	1	1	2014-12	170	9			pub_fortune	fulltext		Time Incorporated	0015-8259
serial	Forum and Century 1886-1940	2160-8601		1886-03	1	1	1940-06	103	6			pub_forum-and-century	fulltext		Open Court Publishing Co	2160-8601
serial	Forum Botanicum	0015-847X		1989-02	27	1	1989-06	27	3			pub_forum-botanicum	fulltext		South African Association of Botanists	0015-847X
serial	Forum for Applied Research and Public Policy 1989-2001	0887-8218		1989-03	4	1	2002-06	16	4			pub_forum-for-applied-research-and-public-policy	fulltext		Environment and Resources Center	0887-8218
serial	Forum : foundations & facets	0883-4970		1985-03	1	1	2013-03	2	1			pub_forum-foundations-facets	fulltext		Polebridge Press	0883-4970
serial	Forum / Health Care Financing Administration (HCFA) 1977-1981	0160-7154		1977-09	1	1	1981-10	5	4			pub_forum-gov	fulltext		Superintendent of Government Documents	0160-7154
serial	Forum	0015-8445		1991-07		7-8	1992-01		1-2			pub_forum-hazu	fulltext		Hrvatska Akademija Znanosti i Umjetnosti	0015-8445
serial	Forum Italicum 1978-1979	0014-5858		1978-03	13	1	1996-01					pub_forum-italicum	fulltext			0014-5858
serial	Forum Letter 1973-2003	0046-4732		1973-01	2	1	2017-12	46	12			pub_forum-letter	fulltext		American Lutheran Publicity Bureau	0046-4732
serial	Forum Linguisticum	0163-0768		1976-08	1	1	1984-12	8	3			pub_forum-linguisticum	fulltext		Jupiter Press	0163-0768
serial	Forum Mission	1661-4216		2005-01	1		2006-01	2				pub_forum-mission	fulltext		Brunner Verlag	1661-4216
serial	Forum	2212-4829		1950-01		1	1974-01	25	6			pub_forum-nl	fulltext		Genootschap Architectura et Amicitia	2212-4829
serial	Forum 1956-1980	0015-8410		1956-09	1	1	1979-12	17	1			pub_forum-university-of-houston	fulltext		University of Houston	0015-8410
serial	Forum Weltkirche	1862-9008		1875-01		1	1898-09	26	12			pub_forum-weltkirche	fulltext		Verlag Herder	1862-9008
serial	Fossil Vertebrates of Africa	0532-9493		1969-01	1		1976-01	4				pub_fossil-vertebrates-of-africa	fulltext		Academic Press	0532-9493
serial	Foto 1950-1953	0015-8682		1950-01	5	1	1953-12	8	12			pub_foto	fulltext		H L Smit And Zn	0015-8682
serial	The Foundation Directory Supplement	1549-7178		1982-01			2014-01					pub_foundation-directory-supplement	fulltext		Foundation Center	1549-7178
serial	Foundation for Reformation Research. Library. Bulletin of the Library 1966-1973	0015-8941		1972-03	7	1	1973-12	8	4			pub_foundation-for-reformation-research-library-bulletin	fulltext		Center for Reformation Research	0015-8941
serial	Foundation Grants Index	1555-2675		1973-01			2001-01		none			pub_foundation-grants-index-on-cd-rom	fulltext		Foundation Center	1555-2675
serial	Foundation News & Commentary 1990-1996	1076-3961		1961-01	2	1	1996-11	37	6			pub_foundation-news-commentary	fulltext		Council on Foundations	1076-3961
serial	Foundations 1958-1982	0015-8992		1958-01	1	1	1982-06	25	2			pub_foundations	fulltext		American Baptist Historical Society	0015-8992
serial	Foundations of Physics 1970-1996	0015-9018		1970-01	1	1	1996-12	26	12			pub_foundations-of-physics	fulltext		Springer Science & Business Media	0015-9018
serial	Foundry Management & Technology 1892-2013	0360-8999		1892-09	1	1	2013-12	141	12			pub_foundry-management-technology	fulltext		Penton Business Media, Inc.	0360-8999
serial	The Foundry Trade Journal 1904-1990	0015-9042		1904-02	5	26	1990-12	164	3424			pub_foundry-trade-journal	fulltext		Industrial Newspapers Ltd	0015-9042
serial	The Foundryman	0953-6035		1923-01	17		1942-01	36				pub_foundryman	fulltext		I B F Publications	0953-6035
serial	Four Decades	0308-0889		1978-01	2	1	1979-07	2	4			pub_four-decades	fulltext		Four Decades	0308-0889
serial	Four Quarters 1972-1995	0015-9107		1972-09	22	1	1995-03	9	1-2			pub_four-quarters	fulltext		Four Quarters La Salle College	0015-9107
serial	France-Illustration, le Monde illustré. Supplément littéraire et théâtral	0996-2352		1906-01		49	1909-10		125			pub_france-illustration-le-monde-illustre-supplement	fulltext		France-Illustration	0996-2352
serial	Franchising World 1991-2013	1041-7311		1991-01	23	1	2013-12	45	12			pub_franchising-world	fulltext		International Franchise Association	1041-7311
serial	FRANCIS 519: Philosophie	1157-3694		1976-01	30		1994-01	48	4			pub_francis-519	fulltext		Centre National de la Recherche Scientifique	1157-3694
serial	FRANCIS 527: Histoire et Sciences des Religions	1157-3775		1978-01	32		1994-01	48	4			pub_francis-527	fulltext		Centre National de la Recherche Scientifique	1157-3775
serial	The Franciscan	0532-579X		1967-03	9	2	2016-05	28	2			pub_franciscan-society-of-st-francis	fulltext		The Society of St. Francis	0532-579X
serial	Franciscan Studies 1941-1994	0080-5459		1941-03	1	1	1994-01	54				pub_franciscan-studies	fulltext		Franciscan Institute	0080-5459
serial	Franciscanum	0120-1468		1959-05	1	2	2011-07	53	156			pub_franciscanum	fulltext		Universidad de San Buenaventura, Bogotá	0120-1468
serial	Francophone Cultures and Literatures	1077-0186		1998-01	9		2001-01	35				pub_francophone-cultures-and-literatures	fulltext		Peter Lang Publishing, Inc.	1077-0186
serial	Frankfurter Hefte : Zeitschrift für Kultur und Politik	0015-9999		1975-01	30	1	1977-06	32	6			pub_frankfurter-hefte-1946	fulltext		Neue Verlagsgesellschaft d. Frankfurter Hefte	0015-9999
serial	The Franklin Journal and American Mechanics' Magazine 1826-1828	0093-7029		1826-01	1	1	1828-12	6	6			pub_franklin-institute-journal	fulltext		Franklin Institute	0093-7029
serial	The Franklin Minerva 1799-1800	2160-8997		1799-02	21	1	1799-11	21	22			pub_franklin-minerva	fulltext		Open Court Publishing Co	2160-8997
serial	Franziskanische Studien	0016-0067		1914-01	1		1993-01	75				pub_franziskanische-studien	fulltext		Dietrich Coelde Verlag	0016-0067
serial	Frau und Frieden	0016-0172		1971-09	20	9	1971-09	20	9			pub_frau-und-frieden	fulltext		Fritz Kuester Verlag	0016-0172
serial	Free Inquiry 1980-2015	0272-0701		1980-12	1	1	2015-10	35	6			pub_free-inquiry	fulltext		Council for Secular Humanism	0272-0701
serial	Free Lance	0016-0369		1950-01	12	2	1976-01	17	1-2			pub_free-lance	fulltext		Free Lance Poets and Prose Workshop, Inc.	0016-0369
serial	Free Radical Biology & Medicine 1987-1995	0891-5849		1987-01	3	1	1995-12	19	6			pub_free-radical-biology-medicine	fulltext		ELSEVIER LTD.	0891-5849
serial	Free Speech Yearbook 1970-1981	0899-7225		1970-01			1981-01	20				pub_free-speech-yearbook	fulltext		National Communication Association	0899-7225
serial	Free University Quarterly	0429-6249		1950-11	1	1	1963-01	9				pub_free-university-quarterly	fulltext		Free University	0429-6249
serial	Freedom	0016-0504		1973-03	35	8	1977-01	37	26			pub_freedom	fulltext		Freedom Press	0016-0504
serial	Freedom of Information Center Report 1977-1985	0741-1863		1958-05		1	1985-07		514			pub_freedom-of-information-center-report	fulltext		University of Missouri	0741-1863
serial	Freedom Review 1975-1997	1054-3090		1975-01		29	1997-09	28	3			pub_freedom-review	fulltext		Springer Science & Business Media	1054-3090
serial	Freedomways 1961-1985	0016-061X		1961-03	1		1985-09	25	3			pub_freedomways	fulltext		Freedomways Associates	0016-061X
serial	Freeing the Spirit	0360-5701		1971-08	1	1	1981-03	7	1			pub_freeing-the-spirit	fulltext		National Office for Black Catholics	0360-5701
serial	Freeman 1950-2014	0016-0652		1886-12	3	10	2014-12	64	10			pub_freeman	fulltext		Foundation for Economic Education, Incorporated	0016-0652
serial	Freiburger Zeitschrift fuer Philosophie und Theologie	0016-0725		1914-01	1		1985-01	32	3			pub_freiburger-zeitschrift-fuer-philosophie-und-theologie	fulltext		Aschendorff Verlag GmbH & Co. KG	0016-0725
serial	Freight Management International 1977-1989	0965-4704		1977-01	11	120	1989-11	24	272			pub_freight-management-international	fulltext		Wilkinson Pub. Group	0965-4704
serial	French XX Bibliography	0085-0888		1983-01	7	35	2021-01	15	72			pub_french-20-bibliography	fulltext		Associated University Presses	0085-0888
serial	French Cultural Studies	0957-1558		1990-02	1	1 Part 1	2007-10	18	3			pub_french-cultural-studies	fulltext		Sage Publications, Inc.	0957-1558
serial	French Historical Studies 1989-2009	0016-1071		1989-03	16	1	2009-12	32	1			pub_french-historical-studies	fulltext		Duke University Press, NC & IL	0016-1071
serial	French Periodical Index	0362-5044		1982-01			1984-01					pub_french-periodical-index	fulltext		Ponchie & Co.	0362-5044
serial	The French Review 1927-2016	0016-111X		1971-10	45	1	2016-05	89	4			pub_french-review	fulltext		American Association of Teachers	0016-111X
serial	French Studies	0016-1128		1975-01	29	1	1975-10	29	4			pub_french-studies	fulltext		Oxford University Press	0016-1128
serial	French Studies Bulletin	0262-2750		1981-12		1	1999-12		73			pub_french-studies-bulletin	fulltext		Oxford University Press	0262-2750
serial	Frequency Technology 1962-1970	0532-6923		1962-11	1	1	1970-05	8	5			pub_frequency-technology	fulltext		CMP Media LLC	0532-6923
serial	Frequenz	0016-1136		1961-01	15	1	1991-11	45	11-12			pub_frequenz	fulltext		Walter de Gruyter GmbH	0016-1136
serial	Analytical and Bioanalytical Chemistry 1975-1989	1618-2642		1862-01	1		1995-01	353	5-8			pub_fresenius-journal-of-analytical-chemistry	fulltext		Springer Science & Business Media	1618-2642
serial	Freshman English News 1975-1991	0739-4713		1975-03	4	1	1991-09	19	3			pub_freshman-english-news	fulltext		Texas Christian University	0739-4713
serial	Freshwater Biology 1980-2009	0046-5070		1971-03	1	1	2009-12	54	12			pub_freshwater-biology	fulltext		Wiley Subscription Services, Inc.	0046-5070
serial	Frets 1979-1989	0162-0401		1979-03	1	1	1989-08	11	8			pub_frets	fulltext		CMP Media LLC	0162-0401
serial	Friar Magazine 1967-1979	0016-1225		1967-01	27	1	1979-09	52	2			pub_friar-magazine	fulltext		Friar Magazine Order Of Friars Minor	0016-1225
serial	The Friend 1978	0016-1268		1866-09	40	1	2019-12	177	51			pub_friend	fulltext		The Friend Publications	0016-1268
serial	The Friend of Progress	0734-6425		1864-11	1	1	1865-08	1	10			pub_friend-of-progress	fulltext		C.M. Plumb & Co.	0734-6425
serial	Friends General Conference Quarterly	0361-0810		1968-09	1	1	1996-09	19	1			pub_friends-general-conference-quarterly	fulltext		Friends General Conference (FGC)	0361-0810
serial	Friends' Intelligencer 1844-1910	0016-1322		1844-03	1	1	1910-12	67	53			pub_friends-intelligencer	fulltext		Friends Publishing Corp	0016-1322
serial	Friends Journal 1955-2013	0016-1322		1955-07	1	1	2017-12	63	11			pub_friends-journal	fulltext		Friends Publishing Corp	0016-1322
serial	Friends Magazine 1959-1981	0884-9889		1959-01	1959	1	1981-12	38	12			pub_friends-magazine	fulltext		Ceco Communications	0884-9889
serial	The Friends' Quarterly	0016-1357		1986-01	24	1	2016-11	44	4			pub_friends-quarterly	fulltext		Friend Publications Ltd.	0016-1357
serial	Friesia	0016-1403		1931-01	1		1975-01	11				pub_friesia	fulltext		Foreningen til svampekundskabens fremme	0016-1403
serial	Fritschiana : Veröffentlichungen aus dem Institut für Pflanzenwissenschaften (Bereich Systematische Botanik und Geobotanik) der Karl-Franzens-Universität Graz	1024-0306		1995-07		3	2021-12		97			pub_fritschiana	fulltext		Karl-Franzens-Universität Graz	1024-0306
serial	Front Line	0429-7644		1962-06	1	1	1969-12	7	3			pub_front-line-sac	fulltext		Pallottine Fathers of the Immaculate Conception Province, Society of the Catholic Apostolate	0429-7644
serial	Frontera Pastoral Misionera	1137-8522		1976-05	12	4	1995-11		203			pub_frontera-pastoral-misionera	fulltext		ADG-N	1137-8522
serial	Frontier Nursing Service Quarterly Bulletin 1974-2006	0016-2116		1974-06	50	1	2006-06	81	4			pub_frontier-nursing-service-quarterly-bulletin	fulltext		Frontier Nursing Services	0016-2116
serial	Frontier 1958-1976	0016-2078		1958-01	1	1	1975-01	18	4			pub_frontier-uk	fulltext		Society for Promoting Christian	0016-2078
serial	Frontier 1961-1970	0016-2086		1961-06	23	2	1970-12	30	1			pub_frontier-us	fulltext		I I T Research Institute	0016-2086
serial	Frontiers 1975-2008	0160-9009		1975-09	1	1	2008-01	29	2-3			pub_frontiers	fulltext		University of Nebraska Press	0160-9009
serial	Frontiers in Artificial Intelligence and Applications	0922-6389		1996-01			2008-01					pub_frontiers-in-artificial-intelligence-and-applications	fulltext		IOS Press	0922-6389
serial	Frontiers of Health Services Management 1984-2008	0748-8157		1984-09	1	1	2009-06	25	4			pub_frontiers-of-health-services-management	fulltext		Medknow Publications & Media Pvt. Ltd.	0748-8157
serial	Frontiers of Plant Science	0016-2167		1978-03	30	2	2005-03	55	2			pub_frontiers-of-plant-science	fulltext		Agricultural Experiment Station	0016-2167
serial	Frozen Foods	0016-2205		1963-01	16	1	1973-12	26	12			pub_frozen-foods	fulltext		Frozen Foods	0016-2205
serial	Fruit Varieties Journal 1963-2008	0091-3642		1963-11	18	1	2008-10	62	4			pub_fruit-varieties-journal	fulltext		American Pomological Society	0091-3642
serial	Fruit World and Market Grower	0016-2280		1922-10			1946-03	47	3			pub_fruit-world-and-market-grower	fulltext		Fruit World Pty. Ltd.	0016-2280
serial	Fruits	0248-1294		1965-01	20	1	1998-11	53	6			pub_fruits	fulltext		International Society for Horticultural Science	0248-1294
serial	F & S Index. United States (Annual)	1076-4941		1968-01			1990-01	2				pub_fs-index-united-states	fulltext		Gale	1076-4941
serial	Fuel 1982-2000	0016-2361		1958-01	37	1	2000-12	79	15			pub_fuel	fulltext		ELSEVIER LTD.	0016-2361
serial	Fuel and Energy Abstracts 1978-1994	0140-6701		1978-01	19	1	1994-11	35	6			pub_fuel-and-energy-abstracts	fulltext		ELSEVIER LTD.	0140-6701
serial	Fuel Processing Technology 1978-1997	0378-3820		1985-02	10	1	1998-03	54	1-3			pub_fuel-processing-technology	fulltext		ELSEVIER LTD.	0378-3820
serial	Fun 1861-1901	2043-2933		1861-09	1		1901-06	73	1885			pub_fun	fulltext		Open Court Publishing Co	2043-2933
serial	Functional Analysis and Its Applications 1967-2006	0016-2663		1967-01	1	1	2006-10	40	4			pub_functional-analysis-and-its-applications	fulltext		Springer Science & Business Media	0016-2663
serial	Functional and Developmental Morphology	0862-8416		1967-01	14	1	1975-01	23	4			pub_functional-and-developmental-morphology	fulltext		Kluwer Academic / Plenum Publishers	0862-8416
serial	Functional Ecology 1987-2002	0269-8463		1987-01	1	1	2002-12	16	6			pub_functional-ecology	fulltext		John Wiley & Sons, Inc.	0269-8463
serial	Functional Plant Biology : FPB 1977-1996	1445-4408		1977-02	4	1	2008-01	35	7			pub_functional-plant-biology-fpb	fulltext		CSIRO	1445-4416
serial	Fund Raising Management 1969-2001	0016-268X		1969-03	1	1	2001-11	32	9			pub_fund-raising-management	fulltext		Hoke Communications, Incorporated	0016-268X
serial	Fundacion Federico Garcia Lorca. Boletin	0214-3771		1989-06		5	1998-12		24			pub_fundacion-federico-garcia-lorca-boletin	fulltext		Fundacion Federico Garcia Lorca	0214-3771
serial	Fundamenta Scientiae 1980-1986	0160-7847		1980-01	1		1987-01	7	3-4			pub_fundamenta-scientiae	fulltext		ELSEVIER LTD.	0160-7847
serial	Fundamental and Applied Limnology	1863-9135		1964-02	29	1-2	1987-01	68	3-4			pub_fundamental-and-applied-limnology	fulltext		E. Schweizerbart'sche Verlagsbuchhandlung	1863-9135
serial	Fundamental and Applied Nematology	1164-5571		1978-01	1	1	1991-01	14	4			pub_fundamental-and-applied-nematology	fulltext		Office de la recherche scientifique et technique d'Outre-mer Montrouge	1164-5571
serial	Fundamental & Clinical Pharmacology 1989-2006	0767-3981		1989-01	3	1	2006-12	20	6			pub_fundamental-clinical-pharmacology	fulltext		John Wiley & Sons, Inc.	0767-3981
serial	Fundamentalist Journal	0736-1963		1983-03	2	3	1989-12	8	11			pub_fundamentalist-journal	fulltext		Old-Time Gospel Hour	0736-1963
serial	Fundamentals of Pure and Applied Economics Series	0191-1708		1986-01			1986-01					pub_fundamentals-of-pure-and-applied-economics-series	fulltext		CRC Press, LLC	0191-1708
serial	Fungal Biology 1989-2007	1878-6146		1896-01	1		2022-01	126	1			pub_fungal-biology	fulltext		ELSEVIER LTD.	1878-6146
serial	Fungal Biology	2198-7777		1986-01			1986-01					pub_fungal-biology-ch	fulltext		Springer Cham	2198-7785
serial	Fungal Biology Reviews	1749-4613		1966-06		26	2022-01	40				pub_fungal-biology-reviews	fulltext		Elsevier Ltd	1749-4613
serial	Fungal Diversity	1560-2745		1998-08	1		2017-11	87				pub_fungal-diversity	fulltext		Springer Dordrecht	1560-2745
serial	Fungal Genetics and Biology	1087-1845		1977-03	1	1	2015-02	75				pub_fungal-genetics-and-biology	fulltext		Academic Press	1087-1845
serial	Fungal Genetics Reports	1941-4757		1962-05		1	1998-07		45			pub_fungal-genetics-reports	fulltext		Fungal Genetics Stock Center	1941-4765
serial	Fungal Science	1013-2732		1985-07	1	1	2009-11	24				pub_fungal-science	fulltext		Mycological Society of Republic of China	1013-2732
serial	Funghi e Ambiente	1126-6228		1997-01		74-75	2011-01		115-116			pub_funghi-e-ambiente	fulltext		Associazione Micologica Bresadola, Gruppo di Fara Novarese	1126-6228
serial	Fungi Non Delineati	1128-6008		1997-01		Part 1	2002-01		Part 23			pub_fungi-non-delineati	fulltext		Edizioni Candusso	1128-6008
serial	Fungicide and Nematicide Tests	0148-9038		1963-01	19		1988-01	44				pub_fungicide-and-nematicide-tests	fulltext		APS Press	0148-9038
serial	Funnyworld 1966-1980	0071-9943		1966-01		3	1980-01		22			pub_funnyworld	fulltext		Michael Barrier	0071-9943
serial	The Furies	0046-5305		1972-01	1	1	1973-05	2	3			pub_furies	fulltext		Furies Collective	0046-5305
serial	Furniture Production 1964-1987	0532-8942		1964-01	25	144	1987-01	50	1			pub_furniture-production	fulltext		Greysmith Publishing Co	0532-8942
serial	Furniture Today 1985-2014	0194-360X		1985-09	10	1	2012-08	36	Supplement			pub_furniture-today	fulltext		Sandow Media	0194-360X
serial	Furrow 1950-2015	0016-3120		1950-02	1	1	2014-12	65	12			pub_furrow-ie	fulltext		The Furrow	0016-3120
serial	Furrow 1975-1980	0016-3112		1975-01	80	1	1980-11	85	8			pub_furrow-us	fulltext		John Deer Publishing	0016-3112
serial	Fusion Facts : A monthly newsletter providing factual reports on cold fusion developments	1051-8738		1990-05	1	11	1996-11	7	5			pub_fusion-facts	fulltext		Fusion Information Center	1051-8738
serial	Fusion 1987	0148-0537		1987-01	9	1	1987-01	9	1			pub_fusion-fusion-energy-foundation	fulltext		Fusion Energy Foundation	0148-0537
serial	Future 1971-1986	0016-3260		1971-01	9	1	1986-09	24	3			pub_future	fulltext		US Junior Chamber of Commerce	0016-3260
serial	Future Generations Computer Systems: FGCS 1986-1995	0167-739X		1986-03	2	1	1995-10	11	6			pub_future-generations-computer-systems-fgcs	fulltext		ELSEVIER LTD.	0167-739X
serial	Future Microbiology	1746-0913		2006-06	1	1	2006-06	1	1			pub_future-microbiology	fulltext		Future Medicine Ltd.	1746-0913
serial	Futures Research Quarterly 1985-2007	8755-3317		1985-03	1	1	2007-12	23	4			pub_futures-research-quarterly	fulltext		World Future Society	8755-3317
serial	Futures 1968-2014	0016-3287		1968-09	1	1	2014-12	64				pub_futures-uk	fulltext		Elsevier Science Ltd.	0016-3287
serial	Futures 1972-2014	0746-2468		1972-02	1	1	2014-12	43	10			pub_futures-us	fulltext		Futures Magazine Group	0746-2468
serial	Futurics 1979-1981	0164-1220		1979-01	3	2	1981-01	5	4			pub_futurics	fulltext		ELSEVIER LTD.	0164-1220
serial	The Futurist 1967-2014	0016-3317		1967-02	1	1	2014-11	48	3			pub_futurist	fulltext		World Future Society	0016-3317
serial	Fuzzy Sets and Systems 1978-2002	0165-0114		1985-02	15	1	2003-03	118	3			pub_fuzzy-sets-and-systems	fulltext		ELSEVIER LTD.	0165-0114
serial	FWP : Materials Engineering Journal 1973	1021-5999		1973-01	13	1	1973-12	13	12			pub_fwp-materials-engineering-journal	fulltext		George Warman Publications Ltd.	1021-5999
serial	G P (General Practice) 1950-1969	0016-3600		1950-04	1	1	1969-12	40	6			pub_g-p-general-practice	fulltext		American Academy of Family Physicians	0016-3600
serial	Gait & Posture 1993-2010	0966-6362		1993-03	1	1	2010-10	32	4			pub_gait-posture	fulltext		ELSEVIER LTD.	0966-6362
serial	Galaxy Magazine	0016-4003		1967-10	26	1	1979-03	39	9			pub_galaxy-magazine	fulltext		World Editions	2995-9586
serial	Galerie des Arts	0223-1603		1974-02		134	1977-12		175			pub_galerie-des-arts	fulltext		Galerie des Arts	0223-1603
serial	Gallia	0016-4119		1943-01	1	1	1995-01	52				pub_gallia	fulltext		C N R S Editions	0016-4119
serial	Gallia Prehistoire	0016-4127		1958-01	1	none	2010-01	52				pub_gallia-prehistoire	fulltext		C N R S Editions	0016-4127
serial	Gallo 1978-1981	0016-416X		1978-01	32	1	1981-12	35	12			pub_gallo	fulltext		Gallo Inactive Address	0016-416X
serial	The Gallup Poll	0195-962X		1972-01			2019-01					pub_gallup-poll	fulltext		Scholarly Resources, Inc.	0195-962X
serial	Galpin Society Journal 1948-2014	0072-0127		1948-03	1		2014-03	67				pub_galpin-society-journal	fulltext		Galpin Society	0072-0127
serial	Gambit	0016-4283		1974-01	7	25	1982-01	10	39-40			pub_gambit	fulltext		Calder Publications	0016-4283
serial	Gandhi Marg 1957-1977	0016-4437		1957-01	1	1	1977-06	30	3			pub_gandhi-marg	fulltext		Gandhi Peace Foundation	0016-4437
serial	The GAO Journal 1988-1992	1045-3261		1988-03		1	1992-09		16			pub_gao-journal	fulltext		General Accounting Office	1045-3261
serial	The GAO Review 1972-1987	0016-3414		1972-03			1987-12	22	1			pub_gao-review	fulltext		Superintendent of Government Documents	0016-3414
serial	Garbage 1993-1994	1044-3061		1993-02	5	1	1994-09	6	3			pub_garbage	fulltext		Dovetale Publishers	1044-3061
serial	Garden 1977-1990	0191-3999		1977-03	1	1	1990-11	14	6			pub_garden	fulltext		New York Botanical Garden	0191-3999
serial	Garden and Forest; A Journal of Horticulture, Landscape Art and Forestry 1888-1897	0889-874X		1888-02	1	1	1897-12	10				pub_garden-and-forest-a-journal-of-horticulture-landscape	fulltext		Out-of-copyright	0889-874X
serial	Garden Journal 1951-1976	0016-4585		1951-01	1	1	1976-12	26	6			pub_garden-journal	fulltext		New York Botanical Garden	0016-4585
serial	Garden Supply Retailer 1964-1982	0195-1386		1964-01	15	1	1982-12	33	12			pub_garden-supply-retailer	fulltext		Miller Publishing Co	0195-1386
